income,age,party,trump_approval,education,robots,climate_change,transformers,science_is_honest,vaccines_are_safe,books,ghosts,fed_sci_budget,earth_sun,wise_unwise
13,55,Republican,Strongly Approve,Some college,Unlikely,Real but not Caused by People,2,Somewhat Agree,Somewhat Agree,0,Yes,About Right,TRUE,Happy but Unwise
47,58,Republican,Somewhat Approve,High school,Likely,Real and Caused by People,0,Somewhat Disagree,Somewhat Disagree,0,No,About Right,TRUE,Happy but Unwise
72,60,Independent,Strongly Approve,Some college,Unlikely,Not Real At All,1,Somewhat Disagree,Somewhat Agree,40,No,About Right,FALSE,Wise but Unhappy
37,58,Independent,Strongly Approve,College degree,Likely,Not Real At All,3,Somewhat Agree,Strongly Agree,60,Yes,About Right,TRUE,Happy but Unwise
69,55,Independent,Strongly Approve,Some college,Unlikely,Not Real At All,4,Strongly Disagree,Strongly Agree,7,No,Too High,TRUE,Wise but Unhappy
208,55,Independent,Strongly Approve,Graduate degree,Unlikely,Not Real At All,4,Somewhat Disagree,Strongly Agree,10,No,About Right,TRUE,Happy but Unwise
75,59,Republican,Strongly Approve,Some college,Unlikely,Real and Caused by People,4,Strongly Agree,Strongly Agree,5,Yes,About Right,TRUE,Wise but Unhappy
30,57,Independent,Somewhat disapprove,College degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,17,No,Too Low,TRUE,Wise but Unhappy
23,62,Democrat,Strongly disapprove,High school,Likely,Real and Caused by People,3,Strongly Agree,Strongly Agree,5,No,About Right,FALSE,Happy but Unwise
8,34,Independent,Strongly disapprove,Some college,Unlikely,Real and Caused by People,0,Strongly Disagree,Strongly Agree,3,No,Too Low,TRUE,Happy but Unwise
114,40,Republican,Somewhat Approve,Graduate degree,Unlikely,Real but not Caused by People,0,Strongly Agree,Strongly Agree,150,No,About Right,FALSE,Wise but Unhappy
112,33,Democrat,Strongly disapprove,High school,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,0,Yes,Too Low,FALSE,Happy but Unwise
129,45,Democrat,Strongly disapprove,Some college,Unlikely,Real and Caused by People,0,Somewhat Agree,Strongly Agree,6,Yes,About Right,TRUE,Happy but Unwise
94,51,Democrat,Strongly disapprove,High school,Unlikely,Real and Caused by People,1,Strongly Agree,Strongly Agree,10,No,Too Low,TRUE,Wise but Unhappy
129,63,Republican,Strongly Approve,Graduate degree,Unlikely,Real but not Caused by People,0,Strongly Agree,Somewhat Disagree,10,No,Too Low,FALSE,Happy but Unwise
177,63,Republican,Strongly Approve,Some college,Unlikely,Not Real At All,0,Strongly Disagree,Strongly Agree,2,Yes,About Right,TRUE,Happy but Unwise
30,62,Democrat,Strongly disapprove,Some college,Unlikely,Real and Caused by People,0,Strongly Disagree,Strongly Disagree,100,Yes,Too High,FALSE,Wise but Unhappy
12,35,Democrat,Somewhat Approve,College degree,Likely,Real and Caused by People,2,Neither Agree nor Disagree,Somewhat Agree,4,No,Too Low,TRUE,Happy but Unwise
135,57,Democrat,Strongly disapprove,College degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,3,No,Too Low,TRUE,Wise but Unhappy
87,50,Independent,Somewhat Approve,High school,Unlikely,Not Real At All,1,Somewhat Agree,Somewhat Disagree,6,Yes,Too Low,TRUE,Happy but Unwise
52,65,Independent,Somewhat disapprove,College degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,2,No,Too Low,TRUE,Wise but Unhappy
86,55,Democrat,Strongly disapprove,High school,Unlikely,Real and Caused by People,3,Strongly Agree,Strongly Agree,10,No,Too Low,TRUE,Wise but Unhappy
93,51,Independent,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,5,Strongly Agree,Strongly Agree,3,Yes,Too Low,TRUE,Happy but Unwise
183,80,Democrat,Strongly disapprove,College degree,Unlikely,Real and Caused by People,0,Somewhat Agree,Strongly Agree,10,No,About Right,FALSE,Wise but Unhappy
169,61,Independent,Strongly Approve,College degree,Unlikely,Real and Caused by People,0,Somewhat Agree,Somewhat Agree,5,No,About Right,TRUE,Happy but Unwise
13,22,Republican,Strongly disapprove,College degree,Unlikely,Real and Caused by People,5,Strongly Agree,Somewhat Agree,6,Yes,About Right,TRUE,Happy but Unwise
102,61,Democrat,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,0,Somewhat Agree,Strongly Agree,8,Yes,About Right,FALSE,Wise but Unhappy
71,60,Independent,Neither approve nor disapprove,Some college,Unlikely,Real and Caused by People,0,Somewhat Agree,Strongly Agree,4,No,Too Low,FALSE,Happy but Unwise
101,54,Republican,Strongly Approve,College degree,Unlikely,Not Real At All,0,Somewhat Agree,Strongly Agree,12,No,Too Low,TRUE,Happy but Unwise
198,54,Democrat,Strongly disapprove,College degree,Unlikely,Real and Caused by People,1,Strongly Agree,Somewhat Agree,10,Yes,Too Low,FALSE,Happy but Unwise
153,60,Republican,Somewhat Approve,College degree,Unlikely,Real and Caused by People,0,Somewhat Agree,Strongly Agree,3,Yes,About Right,TRUE,Happy but Unwise
43,56,Democrat,Strongly disapprove,High school,Likely,Real and Caused by People,4,Strongly Disagree,Strongly Agree,20,No,About Right,TRUE,Happy but Unwise
5,64,Democrat,Somewhat disapprove,High school,Unlikely,Not Real At All,2,Somewhat Disagree,Somewhat Disagree,6,No,About Right,FALSE,Happy but Unwise
61,29,Democrat,Strongly disapprove,College degree,Likely,Real and Caused by People,0,Somewhat Disagree,Strongly Disagree,0,No,Too High,TRUE,Wise but Unhappy
42,20,Democrat,Strongly disapprove,Some college,Unlikely,Real and Caused by People,4,Strongly Disagree,Strongly Agree,15,Yes,Too High,FALSE,Wise but Unhappy
65,28,Democrat,Somewhat Approve,Some college,Unlikely,Real but not Caused by People,0,Somewhat Agree,Somewhat Disagree,100,Yes,Too Low,TRUE,Happy but Unwise
203,50,Republican,Somewhat Approve,Graduate degree,Unlikely,Real but not Caused by People,0,Somewhat Agree,Somewhat Agree,70,No,Too High,FALSE,Happy but Unwise
168,58,Independent,Strongly disapprove,Other,Likely,Real and Caused by People,0,Somewhat Agree,Somewhat Agree,4,Yes,About Right,FALSE,Happy but Unwise
130,36,Independent,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,4,Strongly Agree,Strongly Agree,20,Yes,Too Low,FALSE,Happy but Unwise
47,43,Democrat,Strongly disapprove,High school,Unlikely,Not Real At All,5,Strongly Disagree,Strongly Agree,0,No,About Right,TRUE,Happy but Unwise
90,63,Republican,Somewhat Approve,College degree,Unlikely,Real and Caused by People,2,Strongly Agree,Strongly Agree,3,Yes,About Right,TRUE,Wise but Unhappy
64,45,Independent,Somewhat Approve,College degree,Unlikely,Real and Caused by People,2,Somewhat Agree,Somewhat Agree,2,Yes,Too Low,TRUE,Wise but Unhappy
92,78,Independent,Strongly disapprove,Some college,Likely,Real and Caused by People,0,Strongly Agree,Strongly Agree,100,Yes,Too Low,FALSE,Wise but Unhappy
45,18,Independent,Strongly disapprove,High school,Likely,Real and Caused by People,3,Somewhat Agree,Somewhat Agree,3,No,About Right,TRUE,Wise but Unhappy
104,68,Independent,Somewhat Approve,Graduate degree,Unlikely,Not Real At All,2,Somewhat Agree,Strongly Agree,30,No,About Right,FALSE,Happy but Unwise
105,64,Republican,Strongly Approve,Graduate degree,Unlikely,Real but not Caused by People,3,Somewhat Disagree,Somewhat Agree,15,No,Too High,FALSE,Happy but Unwise
64,71,Republican,Strongly Approve,College degree,Unlikely,Not Real At All,4,Strongly Disagree,Strongly Agree,4,No,Too High,FALSE,Happy but Unwise
57,66,Democrat,Strongly disapprove,Some college,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,5,Yes,Too Low,FALSE,Wise but Unhappy
102,31,Independent,Somewhat Approve,High school,Unlikely,Not Real At All,3,Somewhat Disagree,Somewhat Agree,1,Yes,Too High,TRUE,Wise but Unhappy
91,60,Republican,Strongly Approve,College degree,Unlikely,Real but not Caused by People,0,Somewhat Agree,Strongly Agree,5,No,About Right,FALSE,Wise but Unhappy
162,39,Independent,Strongly Approve,Graduate degree,Unlikely,Not Real At All,1,Strongly Disagree,Strongly Disagree,1,Yes,About Right,TRUE,Happy but Unwise
163,67,Independent,Somewhat disapprove,College degree,Unlikely,Real and Caused by People,2,Strongly Agree,Strongly Disagree,2,No,Too Low,TRUE,Happy but Unwise
120,20,Independent,Somewhat Approve,Some college,Unlikely,Real but not Caused by People,1,Somewhat Agree,Somewhat Agree,25,No,Too Low,FALSE,Wise but Unhappy
124,57,Democrat,Strongly disapprove,College degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,5,No,Too Low,FALSE,Wise but Unhappy
77,29,Independent,Strongly Approve,High school,Unlikely,Real but not Caused by People,0,Strongly Disagree,Strongly Agree,0,Yes,About Right,TRUE,Happy but Unwise
83,61,Independent,Somewhat Approve,Some college,Unlikely,Real but not Caused by People,0,Strongly Disagree,Somewhat Agree,7,Yes,About Right,TRUE,Wise but Unhappy
136,66,Democrat,Strongly disapprove,College degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,3,No,Too Low,TRUE,Happy but Unwise
133,63,Independent,Strongly disapprove,College degree,Likely,Real and Caused by People,2,Strongly Agree,Strongly Agree,700,No,Too Low,FALSE,Wise but Unhappy
104,62,Democrat,Strongly disapprove,College degree,Unlikely,Real and Caused by People,2,Strongly Agree,Strongly Agree,4,Yes,Too Low,FALSE,Wise but Unhappy
39,60,Independent,Strongly Approve,High school,Unlikely,Not Real At All,0,Strongly Disagree,Strongly Agree,50,Yes,Too Low,TRUE,Happy but Unwise
170,21,Democrat,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,3,Somewhat Agree,Strongly Agree,17,No,Too Low,FALSE,Happy but Unwise
41,61,Republican,Strongly Approve,College degree,Unlikely,Real but not Caused by People,5,Somewhat Agree,Strongly Agree,15,Yes,Too Low,FALSE,Wise but Unhappy
167,72,Independent,Strongly disapprove,College degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,4,No,Too Low,TRUE,Wise but Unhappy
79,28,Republican,Strongly Approve,College degree,Unlikely,Real but not Caused by People,5,Strongly Agree,Strongly Agree,15,Yes,Too Low,FALSE,Happy but Unwise
113,29,Independent,Somewhat disapprove,College degree,Unlikely,Real and Caused by People,0,Somewhat Agree,Somewhat Agree,2,No,About Right,FALSE,Happy but Unwise
109,33,Democrat,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,4,No,Too Low,FALSE,Wise but Unhappy
80,32,Independent,Strongly disapprove,College degree,Unlikely,Real and Caused by People,0,Somewhat Agree,Somewhat Agree,7,Yes,Too Low,TRUE,Happy but Unwise
70,51,Independent,Somewhat Approve,High school,Unlikely,Real and Caused by People,1,Somewhat Disagree,Somewhat Disagree,0,No,About Right,TRUE,Happy but Unwise
35,41,Independent,Strongly Approve,High school,Unlikely,Not Real At All,4,Strongly Disagree,Strongly Disagree,0,Yes,About Right,FALSE,Happy but Unwise
58,59,Republican,Strongly Approve,High school,Unlikely,Not Real At All,0,Neither Agree nor Disagree,Strongly Agree,1,No,Too High,TRUE,Happy but Unwise
105,70,Republican,Strongly Approve,Graduate degree,Unlikely,Real but not Caused by People,1,Somewhat Disagree,Strongly Agree,5,Yes,About Right,FALSE,Wise but Unhappy
48,65,Independent,Strongly Approve,Graduate degree,Likely,Not Real At All,2,Somewhat Agree,Strongly Agree,9,No,About Right,TRUE,Wise but Unhappy
43,60,Independent,Strongly Approve,Some college,Likely,Not Real At All,2,Somewhat Disagree,Strongly Disagree,14,Yes,Too High,FALSE,Happy but Unwise
64,32,Independent,Neither approve nor disapprove,High school,Unlikely,Real and Caused by People,5,Strongly Disagree,Strongly Agree,5,Yes,Too Low,TRUE,Wise but Unhappy
164,36,Democrat,Strongly disapprove,High school,Unlikely,Real and Caused by People,3,Strongly Agree,Strongly Agree,3,No,Too Low,FALSE,Wise but Unhappy
90,60,Independent,Strongly Approve,Other,Likely,Real and Caused by People,0,Strongly Disagree,Strongly Agree,0,Yes,About Right,TRUE,Happy but Unwise
102,61,Democrat,Somewhat Approve,College degree,Unlikely,Real and Caused by People,0,Somewhat Agree,Strongly Agree,5,Yes,About Right,FALSE,Wise but Unhappy
79,23,Independent,Strongly disapprove,High school,Unlikely,Real and Caused by People,4,Strongly Agree,Somewhat Disagree,70,Yes,Too Low,TRUE,Happy but Unwise
42,55,Democrat,Strongly disapprove,College degree,Unlikely,Real and Caused by People,1,Strongly Disagree,Somewhat Disagree,3,Yes,Too High,FALSE,Happy but Unwise
54,58,Democrat,Somewhat Approve,Some college,Unlikely,Real and Caused by People,4,Somewhat Agree,Somewhat Agree,20,Yes,About Right,TRUE,Happy but Unwise
77,24,Republican,Strongly Approve,Graduate degree,Unlikely,Not Real At All,0,Somewhat Agree,Somewhat Disagree,5,No,About Right,FALSE,Wise but Unhappy
48,34,Democrat,Strongly disapprove,College degree,Unlikely,Not Real At All,1,Somewhat Disagree,Strongly Agree,3,Yes,Too Low,TRUE,Happy but Unwise
46,77,Independent,Somewhat disapprove,College degree,Unlikely,Real and Caused by People,0,Somewhat Agree,Strongly Disagree,2,No,About Right,FALSE,Happy but Unwise
98,36,Independent,Somewhat disapprove,Some college,Unlikely,Real and Caused by People,1,Somewhat Agree,Somewhat Disagree,5,Yes,Too Low,FALSE,Wise but Unhappy
114,19,Republican,Strongly Approve,Graduate degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,5,Yes,About Right,FALSE,Wise but Unhappy
57,54,Democrat,Strongly Approve,Some college,Unlikely,Real but not Caused by People,0,Somewhat Agree,Strongly Agree,5,Yes,Too Low,TRUE,Happy but Unwise
65,23,Republican,Strongly disapprove,Some college,Unlikely,Real and Caused by People,5,Somewhat Agree,Somewhat Agree,30,Yes,Too Low,TRUE,Happy but Unwise
56,19,Independent,Somewhat disapprove,Some college,Unlikely,Real and Caused by People,1,Somewhat Agree,Strongly Agree,7,Yes,Too High,TRUE,Happy but Unwise
106,67,Independent,Strongly Approve,College degree,Unlikely,Real but not Caused by People,0,Somewhat Agree,Somewhat Agree,0,No,Too Low,FALSE,Happy but Unwise
116,38,Independent,Strongly disapprove,Some college,Unlikely,Real and Caused by People,1,Somewhat Agree,Somewhat Agree,12,No,Too Low,FALSE,Wise but Unhappy
79,99,Independent,Strongly Approve,College degree,Unlikely,Not Real At All,4,Somewhat Agree,Strongly Disagree,25,No,Too Low,FALSE,Happy but Unwise
124,25,Democrat,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,2,Strongly Agree,Strongly Agree,23,No,Too Low,FALSE,Wise but Unhappy
90,42,Republican,Strongly Approve,College degree,Unlikely,Real and Caused by People,3,Somewhat Disagree,Strongly Disagree,6,Yes,Too Low,TRUE,Wise but Unhappy
57,71,Democrat,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,13,No,Too Low,FALSE,Wise but Unhappy
94,48,Democrat,Strongly disapprove,Some college,Unlikely,Real and Caused by People,3,Strongly Agree,Strongly Agree,1,No,Too Low,TRUE,Wise but Unhappy
69,62,Democrat,Strongly disapprove,High school,Unlikely,Real and Caused by People,0,Somewhat Agree,Strongly Agree,4,No,Too Low,TRUE,Wise but Unhappy
45,82,Independent,Strongly disapprove,High school,Unlikely,Real and Caused by People,0,Strongly Agree,Somewhat Agree,3,Yes,Too High,TRUE,Happy but Unwise
48,26,Independent,Strongly Approve,Graduate degree,Likely,Not Real At All,5,Somewhat Agree,Neither Agree nor Disagree,55,Yes,Too Low,FALSE,Wise but Unhappy
79,65,Democrat,Strongly disapprove,College degree,Unlikely,Real and Caused by People,0,Somewhat Agree,Strongly Agree,70,Yes,Too Low,FALSE,Wise but Unhappy
92,58,Republican,Neither approve nor disapprove,Graduate degree,Unlikely,Not Real At All,0,Strongly Disagree,Strongly Disagree,12,No,Too High,FALSE,Happy but Unwise
74,72,Independent,Strongly disapprove,Some college,Unlikely,Real and Caused by People,2,Strongly Agree,Strongly Agree,2,No,Too Low,TRUE,Wise but Unhappy
104,40,Democrat,Strongly Approve,Graduate degree,Unlikely,Real but not Caused by People,0,Strongly Agree,Somewhat Disagree,3,No,Too Low,TRUE,Wise but Unhappy
113,42,Independent,Neither approve nor disapprove,Graduate degree,Likely,Real but not Caused by People,1,Somewhat Agree,Somewhat Agree,4,No,About Right,FALSE,Wise but Unhappy
100,22,Republican,Somewhat Approve,High school,Unlikely,Real and Caused by People,2,Somewhat Disagree,Somewhat Disagree,10,Yes,Too Low,FALSE,Wise but Unhappy
91,58,Independent,Strongly Approve,College degree,Unlikely,Real but not Caused by People,0,Somewhat Agree,Strongly Agree,0,Yes,Too Low,FALSE,Wise but Unhappy
168,20,Independent,Somewhat disapprove,Some college,Likely,Real and Caused by People,1,Somewhat Agree,Somewhat Agree,5,Yes,Too Low,FALSE,Happy but Unwise
47,42,Democrat,Somewhat Approve,College degree,Likely,Real and Caused by People,4,Somewhat Agree,Strongly Disagree,20,No,Too Low,TRUE,Happy but Unwise
74,23,Independent,Strongly disapprove,Some college,Likely,Real and Caused by People,2,Strongly Agree,Strongly Agree,0,No,Too Low,TRUE,Wise but Unhappy
64,62,Republican,Strongly Approve,Graduate degree,Unlikely,Not Real At All,0,Strongly Disagree,Strongly Agree,50,No,Too High,TRUE,Happy but Unwise
41,53,Independent,Strongly Approve,Some college,Unlikely,Real but not Caused by People,3,Somewhat Agree,Strongly Agree,25,Yes,Too Low,FALSE,Wise but Unhappy
18,83,Republican,Somewhat disapprove,Some college,Unlikely,Not Real At All,0,Somewhat Agree,Somewhat Agree,0,No,About Right,TRUE,Wise but Unhappy
152,35,Independent,Strongly disapprove,College degree,Unlikely,Real and Caused by People,1,Strongly Agree,Strongly Agree,10,No,About Right,TRUE,Happy but Unwise
73,53,Independent,Strongly Approve,Some college,Likely,Real but not Caused by People,0,Somewhat Agree,Strongly Disagree,5,No,About Right,TRUE,Happy but Unwise
42,40,Independent,Somewhat Approve,College degree,Likely,Not Real At All,3,Somewhat Agree,Strongly Agree,0,Yes,About Right,FALSE,Happy but Unwise
68,48,Democrat,Somewhat disapprove,Some college,Unlikely,Not Real At All,2,Somewhat Disagree,Strongly Agree,4,No,About Right,FALSE,Wise but Unhappy
162,48,Independent,Strongly Approve,Graduate degree,Unlikely,Not Real At All,2,Somewhat Agree,Somewhat Agree,3,Yes,About Right,TRUE,Happy but Unwise
36,65,Republican,Strongly Approve,College degree,Unlikely,Not Real At All,0,Somewhat Disagree,Strongly Agree,10,Yes,About Right,TRUE,Wise but Unhappy
10,43,Democrat,Strongly disapprove,College degree,Likely,Real and Caused by People,0,Somewhat Disagree,Somewhat Agree,20,No,About Right,TRUE,Wise but Unhappy
48,23,Democrat,Strongly disapprove,Some college,Unlikely,Real and Caused by People,0,Somewhat Agree,Somewhat Disagree,20,Yes,Too Low,FALSE,Wise but Unhappy
126,42,Independent,Strongly Approve,Graduate degree,Likely,Not Real At All,2,Somewhat Agree,Somewhat Agree,7,Yes,Too Low,FALSE,Wise but Unhappy
9,70,Democrat,Strongly disapprove,Other,Unlikely,Real and Caused by People,0,Somewhat Agree,Somewhat Agree,40,No,Too High,TRUE,Happy but Unwise
122,65,Democrat,Strongly disapprove,Some college,Unlikely,Real and Caused by People,0,Somewhat Agree,Somewhat Agree,3,No,Too Low,TRUE,Wise but Unhappy
163,47,Independent,Strongly disapprove,College degree,Unlikely,Real and Caused by People,0,Strongly Agree,Somewhat Agree,3,No,Too Low,TRUE,Happy but Unwise
38,45,Republican,Strongly Approve,College degree,Unlikely,Real but not Caused by People,2,Strongly Agree,Strongly Agree,7,No,About Right,FALSE,Happy but Unwise
78,38,Independent,Strongly disapprove,High school,Unlikely,Not Real At All,1,Strongly Disagree,Strongly Agree,0,Yes,Too Low,TRUE,Wise but Unhappy
500,46,Independent,Strongly disapprove,College degree,Unlikely,Real and Caused by People,1,Strongly Agree,Strongly Agree,2,Yes,Too Low,FALSE,Wise but Unhappy
77,51,Republican,Strongly disapprove,Graduate degree,Likely,Real and Caused by People,1,Strongly Agree,Strongly Agree,15,Yes,Too High,FALSE,Wise but Unhappy
103,51,Independent,Strongly disapprove,College degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,4,No,Too Low,FALSE,Wise but Unhappy
64,28,Democrat,Strongly disapprove,College degree,Unlikely,Real and Caused by People,5,Somewhat Agree,Strongly Agree,2,Yes,Too Low,TRUE,Wise but Unhappy
166,28,Independent,Somewhat Approve,Some college,Unlikely,Real but not Caused by People,3,Strongly Disagree,Strongly Agree,5,No,About Right,FALSE,Wise but Unhappy
102,49,Republican,Somewhat Approve,High school,Unlikely,Not Real At All,3,Somewhat Disagree,Somewhat Disagree,1,Yes,Too High,FALSE,Happy but Unwise
86,69,Democrat,Strongly disapprove,Some college,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,5,No,Too Low,FALSE,Wise but Unhappy
74,38,Independent,Strongly disapprove,College degree,Unlikely,Real and Caused by People,1,Strongly Agree,Somewhat Agree,4,Yes,Too Low,TRUE,Wise but Unhappy
146,46,Independent,Strongly disapprove,Graduate degree,Likely,Real and Caused by People,2,Somewhat Disagree,Somewhat Disagree,5,Yes,Too High,FALSE,Happy but Unwise
101,49,Democrat,Strongly disapprove,High school,Likely,Real but not Caused by People,4,Strongly Agree,Strongly Agree,10,Yes,Too Low,FALSE,Wise but Unhappy
74,45,Republican,Somewhat Approve,Graduate degree,Unlikely,Real but not Caused by People,1,Strongly Agree,Somewhat Agree,26,No,Too High,TRUE,Wise but Unhappy
24,27,Independent,Neither approve nor disapprove,College degree,Unlikely,Real and Caused by People,4,Somewhat Disagree,Somewhat Agree,30,No,About Right,FALSE,Wise but Unhappy
80,41,Democrat,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,2,Somewhat Agree,Strongly Agree,20,Yes,About Right,TRUE,Wise but Unhappy
96,24,Democrat,Strongly disapprove,College degree,Unlikely,Real and Caused by People,2,Strongly Agree,Strongly Agree,20,Yes,Too Low,TRUE,Wise but Unhappy
109,32,Democrat,Strongly disapprove,College degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,3,No,Too Low,FALSE,Wise but Unhappy
52,54,Independent,Somewhat disapprove,High school,Likely,Real but not Caused by People,0,Strongly Agree,Strongly Agree,400,No,Too High,TRUE,Wise but Unhappy
109,51,Democrat,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,5,No,Too Low,TRUE,Wise but Unhappy
74,44,Republican,Somewhat Approve,Some college,Unlikely,Real and Caused by People,1,Strongly Agree,Strongly Agree,10,No,Too Low,FALSE,Wise but Unhappy
88,45,Democrat,Strongly disapprove,College degree,Likely,Real but not Caused by People,2,Strongly Agree,Neither Agree nor Disagree,10,Yes,Too Low,TRUE,Wise but Unhappy
124,49,Democrat,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,2,Strongly Agree,Strongly Agree,25,No,Too Low,FALSE,Wise but Unhappy
43,18,Independent,Strongly disapprove,High school,Unlikely,Real and Caused by People,0,Somewhat Disagree,Somewhat Agree,40,No,About Right,FALSE,Happy but Unwise
51,30,Independent,Strongly disapprove,Some college,Likely,Real but not Caused by People,3,Strongly Agree,Somewhat Disagree,5,Yes,Too High,FALSE,Wise but Unhappy
144,29,Independent,Strongly disapprove,College degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,2,No,Too Low,TRUE,Wise but Unhappy
74,21,Republican,Strongly Approve,Some college,Unlikely,Real but not Caused by People,3,Somewhat Disagree,Strongly Agree,5,No,About Right,TRUE,Happy but Unwise
58,75,Independent,Strongly Approve,College degree,Likely,Real but not Caused by People,3,Somewhat Agree,Somewhat Agree,4,Yes,Too Low,TRUE,Wise but Unhappy
76,50,Democrat,Strongly disapprove,Some college,Unlikely,Real and Caused by People,1,Strongly Disagree,Somewhat Disagree,2,Yes,Too Low,TRUE,Happy but Unwise
36,87,Republican,Somewhat Approve,Some college,Unlikely,Real but not Caused by People,0,Somewhat Agree,Strongly Agree,20,No,About Right,FALSE,Wise but Unhappy
236,72,Democrat,Strongly disapprove,College degree,Unlikely,Real and Caused by People,1,Somewhat Agree,Strongly Agree,12,Yes,Too Low,FALSE,Wise but Unhappy
91,54,Independent,Neither approve nor disapprove,College degree,Unlikely,Real and Caused by People,0,Somewhat Agree,Strongly Agree,100,Yes,Too Low,FALSE,Wise but Unhappy
57,18,Democrat,Somewhat disapprove,College degree,Unlikely,Real and Caused by People,2,Somewhat Agree,Somewhat Agree,30,No,Too High,TRUE,Wise but Unhappy
122,41,Democrat,Strongly disapprove,Some college,Unlikely,Real and Caused by People,3,Somewhat Agree,Somewhat Agree,2,No,Too Low,TRUE,Wise but Unhappy
89,21,Independent,Somewhat disapprove,Some college,Likely,Real and Caused by People,3,Somewhat Agree,Somewhat Agree,2,No,About Right,FALSE,Happy but Unwise
67,70,Democrat,Somewhat Approve,Some college,Unlikely,Real but not Caused by People,1,Strongly Disagree,Somewhat Agree,0,No,Too High,FALSE,Happy but Unwise
142,22,Independent,Strongly disapprove,College degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,5,No,Too Low,TRUE,Wise but Unhappy
136,97,Independent,Somewhat Approve,College degree,Unlikely,Real but not Caused by People,1,Somewhat Disagree,Strongly Agree,5,No,Too Low,TRUE,Wise but Unhappy
43,35,Independent,Strongly disapprove,College degree,Likely,Real and Caused by People,2,Strongly Agree,Somewhat Agree,7,No,About Right,FALSE,Happy but Unwise
102,40,Democrat,Strongly disapprove,Some college,Unlikely,Real and Caused by People,4,Somewhat Agree,Strongly Agree,0,Yes,About Right,FALSE,Wise but Unhappy
79,28,Independent,Somewhat Approve,Some college,Unlikely,Real and Caused by People,5,Somewhat Agree,Somewhat Agree,30,No,About Right,TRUE,Happy but Unwise
69,50,Independent,Strongly disapprove,College degree,Unlikely,Real and Caused by People,3,Strongly Disagree,Strongly Agree,7,No,Too High,FALSE,Wise but Unhappy
126,29,Independent,Neither approve nor disapprove,Some college,Unlikely,Real and Caused by People,1,Somewhat Agree,Strongly Agree,3,No,Too Low,FALSE,Wise but Unhappy
144,27,Independent,Strongly disapprove,College degree,Unlikely,Real and Caused by People,3,Strongly Agree,Strongly Agree,3,No,Too Low,FALSE,Wise but Unhappy
106,50,Independent,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,4,No,Too Low,TRUE,Happy but Unwise
122,20,Democrat,Strongly disapprove,Some college,Unlikely,Real and Caused by People,3,Somewhat Agree,Somewhat Agree,7,No,Too Low,TRUE,Wise but Unhappy
68,34,Democrat,Somewhat disapprove,Some college,Unlikely,Real and Caused by People,3,Somewhat Disagree,Strongly Agree,60,Yes,About Right,FALSE,Happy but Unwise
101,34,Independent,Somewhat Approve,College degree,Likely,Real but not Caused by People,2,Somewhat Agree,Strongly Agree,18,No,Too High,FALSE,Wise but Unhappy
77,34,Democrat,Strongly Approve,High school,Unlikely,Real and Caused by People,1,Somewhat Agree,Strongly Agree,1,Yes,Too Low,FALSE,Wise but Unhappy
163,33,Independent,Neither approve nor disapprove,Graduate degree,Unlikely,Real and Caused by People,3,Somewhat Disagree,Neither Agree nor Disagree,4,No,Too Low,TRUE,Happy but Unwise
57,36,Democrat,Strongly disapprove,College degree,Unlikely,Real and Caused by People,2,Strongly Agree,Somewhat Agree,50,Yes,About Right,TRUE,Wise but Unhappy
52,74,Republican,Strongly Approve,High school,Unlikely,Real but not Caused by People,0,Somewhat Agree,Strongly Agree,10,No,Too High,TRUE,Happy but Unwise
78,21,Democrat,Strongly Approve,Other,Likely,Real and Caused by People,3,Strongly Disagree,Somewhat Disagree,4,No,Too High,FALSE,Happy but Unwise
